brand,canonicalProductName,kzStatus,evidenceUrl,lastChecked,notes
Interdent,Гипс зуботехнический Interrock Premium тип 4,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/dental-gypsum/item-62,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Гипс зуботехнический Interrock NEW супертвердый тип 4,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/dental-gypsum/item-63,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,"Гипс твердый Interdur, тип III",KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/dental-gypsum/item-64,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Гипс зуботехнический Blue stone твердый тип 3,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/dental-gypsum/item-65,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Гипс зуботехнический Yellow stone тип 3,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/dental-gypsum/item-66,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Гипс зуботехнический Orthoplaster,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/dental-gypsum/item-67,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Гипс зуботехнический Artiplaster тип 3,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/dental-gypsum/item-68,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Алебастр Interdent,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/dental-gypsum/item-69,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Кольца ретенционные,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/podgotovka/podgotovka/item-70,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Штифты/пины,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/podgotovka/podgotovka/item-71,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
Interdent,Штифты для разборных моделей TWIN PINS,KZ_DISTRIBUTOR_CATALOG,https://nordstom.kz/catalog/dental-materials/podgotovka/podgotovka/item-72,2026-07-22,Карточка и изображение опубликованы в каталоге официального поставщика Interdent в Казахстане
