localId,brand,manufacturer,name,manufacturerRef,manufacturerRefs,variants,variantCount,categoryPath,description,imageUrls,imageCount,registrationDocument,kzEvidence,status,reviewReasons,sourcePageUrl
estker-disk-st-preshaded-a1-98-16mm-vmv,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ЭСТКЕР/диски/ST- PRESHADED/А,00000065094,00000065094 | 00000065095,1/98*16 мм=00000065094 | 1/98*18 мм=00000065095,2,Стоматология > Стоматологические материалы > Зуботехнические,ДИСКИ НА ОСНОВЕ ОКСИДА ЦИРКОНИЯ ДЛЯ CAD/CAM ФРЕЗЕРОВАНИЯ Форма выпуска 1/98*16 мм 1/98*18 мм Купить в интернет-магазине Декларация/Сертификат соответствия,https://www.vladmiva.ru/upload/iblock/309/wg7jwt6ket02zl9wb6wxulvc1mv5uuns.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/zubotekhnicheskie/estker-disk-st-preshaded-a1-98-16mm-vmv/
estker-disk-st-plus-ml-bleach-1-98-14mm-vmv,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ЭСТКЕР/диски/ST-PLUS MULTILAYER/BL,00000065082,00000065082 | 00000065084 | 00000065085 | 00000065086 | 00000065087 | 00000065081 | 00000065083,1/98*14 мм=00000065082 | 1/98*18 мм=00000065084 | 1/98*20 мм=00000065085 | 1/98*22 мм=00000065086 | 1/98*25 мм=00000065087 | 1/98*12 мм=00000065081 | 1/98*16 мм=00000065083,7,Стоматология > Стоматологические материалы > Зуботехнические,ДИСКИ НА ОСНОВЕ ОКСИДА ЦИРКОНИЯ ДЛЯ CAD/CAM ФРЕЗЕРОВАНИЯ Форма выпуска 1/98*14 мм 1/98*18 мм 1/98*20 мм 1/98*22 мм 1/98*25 мм 1/98*12 мм 1/98*16 мм Купить в интернет-магазине Декларация/Сертификат соответствия,https://www.vladmiva.ru/upload/iblock/309/wg7jwt6ket02zl9wb6wxulvc1mv5uuns.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/zubotekhnicheskie/estker-disk-st-plus-ml-bleach-1-98-14mm-vmv/
estker-disk-st-plus-ml-a1-98-12mm-vmv,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ЭСТКЕР/диски/ST-PLUS MULTILAYER/А,00000065069,00000065069 | 00000065073 | 00000065074 | 00000067776 | 00000071778 | 00000078197 | 00000078198 | 00000065072 | 00000067777 | 00000078199 | 00000078200 | 00000065078 | 00000065079 | 00000065080 | 00000065075 | 00000065076 | 00000065077 | 00000067779 | 00000078201 | 00000078202,"1/98*12 мм=00000065069 | 1/98*14 мм=00000065073 | 1/98*16 мм=00000065074 | 1/98*18 мм=00000067776 | 1/98*20 мм=00000071778 | 1/98*22 мм=00000078197 | 1/98*25 мм=00000078198 | 2/98*12 мм=00000065072 | 2/98*18 мм=00000067777 | 2/98*20 мм=00000078199 | 2/98*25 мм=00000078200 | 3,5/98*12 мм=00000065078 | 3,5/98*14 мм=00000065079 | 3,5/98*16 мм=00000065080 | 3/98*12 мм=00000065075 | 3/98*14 мм=00000065076 | 3/98*16 мм=00000065077 | 3/98*18 мм=00000067779 | 3/98*22 мм=00000078201 | 3/98*25 мм=00000078202",20,Стоматология > Стоматологические материалы > Зуботехнические,"ДИСКИ НА ОСНОВЕ ОКСИДА ЦИРКОНИЯ ДЛЯ CAD/CAM ФРЕЗЕРОВАНИЯ Форма выпуска 1/98*12 мм 1/98*14 мм 1/98*14 мм 1/98*16 мм 1/98*16 мм 1/98*18 мм 1/98*20 мм 1/98*22 мм 1/98*25 мм 2/98*12 мм 2/98*18 мм 2/98*20 мм 2/98*20 мм 2/98*25 мм 3,5/98*12 мм 3,5/98*14 мм 3,5/98*16 мм 3/98*12 мм 3/98*14 мм 3/98*16 мм 3/98*18 мм 3/98*22 мм 3/98*25 мм Купить в интернет-магазине Декларация/Сертификат соответствия",https://www.vladmiva.ru/upload/iblock/309/wg7jwt6ket02zl9wb6wxulvc1mv5uuns.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/zubotekhnicheskie/estker-disk-st-plus-ml-a1-98-12mm-vmv/
estker-disk-st-plus-preshaded-a1-98-14mm-vmv,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ЭСТКЕР/диски/ST-PLUS PRESHADED/А,00000065088,00000065088 | 00000065089 | 00000065090 | 00000065091 | 00000067780 | 00000065092 | 00000065093 | 00000067781,1/98*14 мм=00000065088 | 1/98*16 мм=00000065089 | 2/98*14 мм=00000065090 | 2/98*16 мм=00000065091 | 2/98*18 мм=00000067780 | 3/98*14 мм=00000065092 | 3/98*16 мм=00000065093 | 3/98*18 мм=00000067781,8,Стоматология > Стоматологические материалы > Зуботехнические,ДИСКИ НА ОСНОВЕ ОКСИДА ЦИРКОНИЯ ДЛЯ CAD/CAM ФРЕЗЕРОВАНИЯ Форма выпуска 1/98*14 мм 1/98*16 мм 2/98*14 мм 2/98*16 мм 2/98*18 мм 3/98*14 мм 3/98*16 мм 3/98*18 мм Купить в интернет-магазине Декларация/Сертификат соответствия,https://www.vladmiva.ru/upload/iblock/309/wg7jwt6ket02zl9wb6wxulvc1mv5uuns.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/zubotekhnicheskie/estker-disk-st-plus-preshaded-a1-98-14mm-vmv/
estker-disk-st-preshaded-a2-98-14mm-vmv,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ЭСТКЕР/диски/ST-PRESHADED/А,00000067415,00000067415 | 00000065096 | 00000065097 | 00000065100 | 00000065101 | 00000065098 | 00000065099,"2/98*14 мм=00000067415 | 2/98*16 мм=00000065096 | 2/98*18 мм=00000065097 | 3,5/98*16 мм=00000065100 | 3,5/98*18 мм=00000065101 | 3/98*16 мм=00000065098 | 3/98*18 мм=00000065099",7,Стоматология > Стоматологические материалы > Зуботехнические,"ДИСКИ НА ОСНОВЕ ОКСИДА ЦИРКОНИЯ ДЛЯ CAD/CAM ФРЕЗЕРОВАНИЯ Форма выпуска 2/98*14 мм 2/98*16 мм 2/98*18 мм 3,5/98*16 мм 3,5/98*18 мм 3/98*16 мм 3/98*18 мм Купить в интернет-магазине Декларация/Сертификат соответствия",https://www.vladmiva.ru/upload/iblock/309/wg7jwt6ket02zl9wb6wxulvc1mv5uuns.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/zubotekhnicheskie/estker-disk-st-preshaded-a2-98-14mm-vmv/
estker-disk-ut-ml-d3-98-16mm-vmv,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ЭСТКЕР/диски/UT MULTILAYER/А,00000078457,00000078457 | 00000078440 | 00000078439 | 00000078441 | 00000071866 | 0000071867 | 00000078437 | 00000071869 | 00000078220 | 00000071913 | 00000078221,"2/98*18 мм=00000078457 | 3,5/98*18 мм=00000078440 | 3/98*18 мм=00000078439 | 4/98*18 мм=00000078441 | 1/98*14 мм=00000071866 | 1/98*16 мм=0000071867 | 1/98*18 мм=00000078437 | 2/98*14 мм=00000071869 | 3,5/98*16 мм=00000078220 | 3/98*14 мм=00000071913 | 4/98*16 мм=00000078221",11,Стоматология > Стоматологические материалы > Зуботехнические,"ДИСКИ НА ОСНОВЕ ОКСИДА ЦИРКОНИЯ ДЛЯ CAD/CAM ФРЕЗЕРОВАНИЯ Форма выпуска 2/98*18 мм 3,5/98*18 мм 3/98*18 мм 4/98*18 мм 1/98*14 мм 1/98*16 мм 1/98*18 мм 2/98*14 мм 2/98*14 мм 3,5/98*16 мм 3/98*14 мм 3/98*14 мм 4/98*16 мм Купить в интернет-магазине Декларация/Сертификат соответствия",https://www.vladmiva.ru/upload/iblock/309/wg7jwt6ket02zl9wb6wxulvc1mv5uuns.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/zubotekhnicheskie/estker-disk-ut-ml-d3-98-16mm-vmv/
estker-disk-ut-ml-a2-98-14mm-vmv,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ЭСТКЕР/диски/UT MULTILAYER/В,00000071868,00000071868 | 00000078442 | 00000078443 | 0000078444 | 00000078445 | 00000078446 | 00000078448 | 00000078447,1/98*16 мм=00000071868 | 1/98*18 мм=00000078442 | 2/98*16 мм=00000078443 | 2/98*18 мм=0000078444 | 3/98*16 мм=00000078445 | 3/98*18 мм=00000078446 | 4/98*18 мм=00000078448 | 4/98*16 мм=00000078447,8,Стоматология > Стоматологические материалы > Зуботехнические,ДИСКИ НА ОСНОВЕ ОКСИДА ЦИРКОНИЯ ДЛЯ CAD/CAM ФРЕЗЕРОВАНИЯ Форма выпуска 1/98*16 мм 1/98*18 мм 2/98*16 мм 2/98*18 мм 3/98*16 мм 3/98*18 мм 4/98*18 мм 4/98*16 мм Купить в интернет-магазине Декларация/Сертификат соответствия,https://www.vladmiva.ru/upload/iblock/309/wg7jwt6ket02zl9wb6wxulvc1mv5uuns.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/zubotekhnicheskie/estker-disk-ut-ml-a2-98-14mm-vmv/
estker-disk-ut-ml-b2-98-16mm-vmv,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ЭСТКЕР/диски/UT MULTILAYER/С,00000078443,00000078443 | 00000078450 | 00000078451 | 00000078452 | 00000078453 | 00000078454,1/98*16 мм=00000078443 | 1/98*18 мм=00000078450 | 2/98*16 мм=00000078451 | 2/98*18 мм=00000078452 | 3/98*16 мм=00000078453 | 3/98*18 мм=00000078454,6,Стоматология > Стоматологические материалы > Зуботехнические,Эсткер(диск) UT ML B2 98*16мм/ВМВ Форма выпуска 1/98*16 мм 1/98*18 мм 2/98*16 мм 2/98*18 мм 3/98*16 мм 3/98*18 мм Купить в интернет-магазине Декларация/Сертификат соответствия,https://www.vladmiva.ru/upload/iblock/309/wg7jwt6ket02zl9wb6wxulvc1mv5uuns.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/zubotekhnicheskie/estker-disk-ut-ml-b2-98-16mm-vmv/
estker-disk-ut-ml-c1-98-16mm-vmv,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ЭСТКЕР/диски/UT-PRESHADED/А,00000078449,00000078449 | 00000065109,2/98*16 мм=00000078449 | 3/98*16 мм=00000065109,2,Стоматология > Стоматологические материалы > Зуботехнические,Эсткер(диск) UT ML C1 98*16мм/ВМВ Форма выпуска 2/98*16 мм 3/98*16 мм Купить в интернет-магазине Декларация/Сертификат соответствия,https://www.vladmiva.ru/upload/iblock/309/wg7jwt6ket02zl9wb6wxulvc1mv5uuns.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/zubotekhnicheskie/estker-disk-ut-ml-c1-98-16mm-vmv/
estker-disk-ut-ml-c2-98-16mm-vmv,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ЭСТКЕР/диски/UT MULTILAYER/С,00000078451,00000078451 | 00000078452,2/98*16 мм=00000078451 | 2/98*18 мм=00000078452,2,Стоматология > Стоматологические материалы > Зуботехнические,Эсткер(диск) UT ML C2 98*16мм/ВМВ Форма выпуска 2/98*16 мм 2/98*18 мм Купить в интернет-магазине Декларация/Сертификат соответствия,https://www.vladmiva.ru/upload/iblock/309/wg7jwt6ket02zl9wb6wxulvc1mv5uuns.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/zubotekhnicheskie/estker-disk-ut-ml-c2-98-16mm-vmv/
estker-disk-ut-ml-c3-98-16mm-vmv,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ЭСТКЕР/диски/UT MULTILAYER/С,00000078453,00000078453 | 00000078454,3/98*16 мм=00000078453 | 3/98*18 мм=00000078454,2,Стоматология > Стоматологические материалы > Зуботехнические,ДИСКИ НА ОСНОВЕ ОКСИДА ЦИРКОНИЯ ДЛЯ CAD/CAM ФРЕЗЕРОВАНИЯ Форма выпуска 3/98*16 мм 3/98*18 мм Купить в интернет-магазине Декларация/Сертификат соответствия,https://www.vladmiva.ru/upload/iblock/309/wg7jwt6ket02zl9wb6wxulvc1mv5uuns.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/zubotekhnicheskie/estker-disk-ut-ml-c3-98-16mm-vmv/
estker-disk-ut-preshaded-a2-98-16mm-vmv,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ЭСТКЕР/диски/UT-PRESHADED/А,00000065108,00000065108 | 00000065109,2/98*16 мм=00000065108 | 3/98*16 мм=00000065109,2,Стоматология > Стоматологические материалы > Зуботехнические,ДИСКИ НА ОСНОВЕ ОКСИДА ЦИРКОНИЯ ДЛЯ CAD/CAM ФРЕЗЕРОВАНИЯ Форма выпуска 2/98*16 мм 3/98*16 мм Купить в интернет-магазине Декларация/Сертификат соответствия,https://www.vladmiva.ru/upload/iblock/309/wg7jwt6ket02zl9wb6wxulvc1mv5uuns.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/zubotekhnicheskie/estker-disk-ut-preshaded-a2-98-16mm-vmv/
vosk-lavaks-belovaks-l-20g-vladmiva,ВладМиВа,АО «ОЭЗ «ВладМиВа»,БЕЛОВАКС - Л/20 г,00000056117,00000056117,,1,Стоматология > Стоматологические материалы > Зуботехнические > Воски,Воск зуботехнический «Беловакс» по ТУ 9391 104 45814830 20079391-059-45814830-2001,https://www.vladmiva.ru/upload/iblock/68f/tb0etalwmf4x2z2ywasawt4wtpx9awg7.jpg,1,https://www.vladmiva.ru/DocumentsReg/%D0%91%D0%B5%D0%BB%D0%BE%D0%B2%D0%B0%D0%BA%D1%81-%D0%A0%D0%A3%202022.pdf,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/voska/vosk-lavaks-belovaks-l-20g-vladmiva/
vosk-bazisnyy-belovaks-b-500g-myagkiy-vladmiva,ВладМиВа,АО «ОЭЗ «ВладМиВа»,БЕЛОВАКС базисный,00000006999,00000006999 | 00000024008 | 00000008524,"мягкий/0,5 кг=00000006999 | твердый/0,5 кг=00000024008 | светло - розовый / мягкий / 500 г=00000008524",3,Стоматология > Стоматологические материалы > Зуботехнические > Воски,Воск зуботехнический «Беловакс» по ТУ 9391 104 45814830 2007,https://www.vladmiva.ru/upload/iblock/4a0/s4wntg0t7ktos68x700vb9ngpmb4chwx.jpg | https://www.vladmiva.ru/upload/iblock/cac/d0v7cgvfgzi0b809mv3nwparw4ppyrz6.jpg | https://www.vladmiva.ru/upload/iblock/ed7/jlwe2o9ntux82xsw2clcqrcn5di21714.jpg | https://www.vladmiva.ru/upload/iblock/528/a95rpqdj10nexu0boe4ept0048vr1fyo.jpg,4,https://www.vladmiva.ru/DocumentsReg/%D0%91%D0%B5%D0%BB%D0%BE%D0%B2%D0%B0%D0%BA%D1%81-%D0%A0%D0%A3%202022.pdf,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/voska/vosk-bazisnyy-belovaks-b-500g-myagkiy-vladmiva/
vosk-belovaks-valiki-prikusnye-150g-vmv,ВладМиВа,АО «ОЭЗ «ВладМиВа»,БЕЛОВАКС валики,00000009308,00000009308,150 г=00000009308,1,Стоматология > Стоматологические материалы > Зуботехнические > Воски,Воск зуботехнический «Беловакс» по ТУ 9391 104 45814830 2007,https://www.vladmiva.ru/upload/iblock/c43/y2o1hz6jyx298adrgdsyhljrkgm2f60s.jpg | https://www.vladmiva.ru/upload/iblock/483/3af3yzmhlq7eg8wsh56n1zsau5dvbd77.jpg,2,https://www.vladmiva.ru/DocumentsReg/%D0%91%D0%B5%D0%BB%D0%BE%D0%B2%D0%B0%D0%BA%D1%81-%D0%A0%D0%A3%202022.pdf,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/voska/vosk-belovaks-valiki-prikusnye-150g-vmv/
vosk-belovaks-modelirovochnyy-d98-12mm-belyy,ВладМиВа,АО «ОЭЗ «ВладМиВа»,БЕЛОВАКС зуботехнический для CAD/CAM фрезерования,00000071709,00000071709 | 00000071865 | 00000071839 | 00000071710 | 00000071692 | 00000071693 | 00000071694 | 00000085900 | 00000085906 | 00000072032 | 00000072033 | 00000072034 | 00000072035 | 00000072029 | 00000072030 | 00000072031 | 00000024554 | 00000032615 | 00000032616 | 00000062433 | 00000004560 | 00000004545 | 00000052553 | 00000085983 | 00000085989 | 00000085992 | 00000085995 | 00000085998 | 00000086001 | 00000086004 | 00000085987 | 00000085990 | 00000085993 | 00000085996 | 00000085999 | 00000086002 | 00000086005 | 00000085901 | 00000085902 | 00000085903 | 00000085904 | 00000085905 | 00000085988 | 00000085991 | 00000085994 | 00000085997 | 00000086000 | 00000086003 | 00000086006,белый/98*12 мм=00000071709 | белый/98*14 мм=00000071865 | белый/98*16 мм=00000071839 | белый/98*18 мм=00000071710 | белый/98*20 мм=00000071692 | белый/98*22 мм=00000071693 | белый/98*25 мм=00000071694 | серый/98*12 мм=00000085900 | серый/98*25 мм=00000085906 | синий/98*18 мм=00000072032 | синий/98*20 мм=00000072033 | синий/98*22 мм=00000072034 | синий/98*25 мм=00000072035 | синий/98*12 мм=00000072029 | синий/98*14 мм=00000072030 | синий/98*16 мм=00000072031 | аквамарин / 98*10 мм=00000024554 | аквамарин / 98*14 мм=00000032615 | аквамарин / 98*16 мм=00000032616 | аквамарин / 98*18 мм=00000062433 | аквамарин / 98*20 мм=00000004560 | аквамарин / 98*22 мм=00000004545 | аквамарин / 98*25 мм=00000052553 | белый / 95*12 мм=00000085983 | белый / 95*14 мм=00000085989 | белый / 95*16 мм=00000085992 | белый / 95*18 мм=00000085995 | белый / 95*20 мм=00000085998 | белый / 95*22 мм=00000086001 | белый / 95*25 мм=00000086004 | серый / 95*12 мм=00000085987 | серый / 95*14 мм=00000085990 | серый / 95*16 мм=00000085993 | серый / 95*18 мм=00000085996 | серый / 95*20 мм=00000085999 | серый / 95*22 мм=00000086002 | серый / 95*25 мм=00000086005 | серый / 98*14 мм=00000085901 | серый / 98*16 мм=00000085902 | серый / 98*18 мм=00000085903 | серый / 98*20 мм=00000085904 | серый / 98*22 мм=00000085905 | синий / 95*12 мм=00000085988 | синий / 95*14 мм=00000085991 | синий / 95*16 мм=00000085994 | синий / 95*18 мм=00000085997 | синий / 95*20 мм=00000086000 | синий / 95*22 мм=00000086003 | синий / 95*25 мм=00000086006,49,Стоматология > Стоматологические материалы > Зуботехнические > Воски,Воск зуботехнический «Беловакс» по ТУ 9391 104 45814830 2007,https://www.vladmiva.ru/upload/iblock/e6c/rf41qwswwo26mfwap76amamq12vti6x8.jpg | https://www.vladmiva.ru/upload/iblock/a36/970ntf31dfdaomhdrb9w53vlc2mdsvdo.jpg | https://www.vladmiva.ru/upload/iblock/4f8/5ry16cp8phnez8qx7o3h936x60yqx9bv.jpg | https://www.vladmiva.ru/upload/iblock/f51/lgx6l56rmjb8eodnr85gweeq8mcsjnjx.jpg | https://www.vladmiva.ru/upload/iblock/35b/wz9p5wfrygvaq5n0m4qrwt2hizj1i1ov.jpg,5,https://www.vladmiva.ru/DocumentsReg/%D0%91%D0%B5%D0%BB%D0%BE%D0%B2%D0%B0%D0%BA%D1%81-%D0%A0%D0%A3%202022.pdf,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/voska/vosk-belovaks-modelirovochnyy-d98-12mm-belyy/
vosk-lipkiy-belovaks-vladmiva,ВладМиВа,АО «ОЭЗ «ВладМиВа»,БЕЛОВАКС липкий/50 г,00000012637,00000012637,,1,Стоматология > Стоматологические материалы > Зуботехнические > Воски,Воск зуботехнический «Беловакс» по ТУ 9391 104 45814830 2007,https://www.vladmiva.ru/upload/iblock/b7e/pgt0q2q07fz7nl3u4sk44pkgq3ni4ss8.jpg,1,https://www.vladmiva.ru/DocumentsReg/%D0%91%D0%B5%D0%BB%D0%BE%D0%B2%D0%B0%D0%BA%D1%81-%D0%A0%D0%A3%202022.pdf,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/voska/vosk-lipkiy-belovaks-vladmiva/
voskovaya-nit-belovaks-100-g-sinyaya-1-mm-myagkaya-vmv,ВладМиВа,АО «ОЭЗ «ВладМиВа»,БЕЛОВАКС литьевой/мягкий,00000022676,00000022676 | 00000022681 | 00000022677 | 00000022682 | 00000022678 | 00000022684 | 00000022679 | 00000022683 | 00000022680,"1,0 мм/100 г=00000022676 | 1,5 мм/100 г=00000022681 | 2,0 мм/250 г=00000022677 | 2,5 мм/250 г=00000022682 | 3,0 мм/250 г=00000022678 | 3,5 мм/250 г=00000022684 | 4,0 мм/250 г=00000022679 | 4,5 мм/250 г=00000022683 | 5,0 мм/250 г=00000022680",9,Стоматология > Стоматологические материалы > Зуботехнические > Воски,Воск зуботехнический «Беловакс» по ТУ 9391 104 45814830 2007,https://www.vladmiva.ru/upload/iblock/654/ahjpve8yn08ooadzjakq4lqfid59vcoi.jpg,1,https://www.vladmiva.ru/DocumentsReg/%D0%91%D0%B5%D0%BB%D0%BE%D0%B2%D0%B0%D0%BA%D1%81-%D0%A0%D0%A3%202022.pdf,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/voska/voskovaya-nit-belovaks-100-g-sinyaya-1-mm-myagkaya-vmv/
vosk-belovaks-litevoy-nab-sterzh-zheltyy-150g-vmv,ВладМиВа,АО «ОЭЗ «ВладМиВа»,БЕЛОВАКС литьевой/набор стержней,00000025918,00000025918 | 00000025919,150 г=00000025918 | 200 г=00000025919,2,Стоматология > Стоматологические материалы > Зуботехнические > Воски,Воск зуботехнический «Беловакс» по ТУ 9391 104 45814830 2007,https://www.vladmiva.ru/upload/iblock/819/ozq02iencnx9asp2jpzzjw484rf13a9t.jpg,1,https://www.vladmiva.ru/DocumentsReg/%D0%91%D0%B5%D0%BB%D0%BE%D0%B2%D0%B0%D0%BA%D1%81-%D0%A0%D0%A3%202022.pdf,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/voska/vosk-belovaks-litevoy-nab-sterzh-zheltyy-150g-vmv/
voskovaya-nit-belovaks-100g-1-5mm-zheltaya-sverkhmyag,ВладМиВа,АО «ОЭЗ «ВладМиВа»,БЕЛОВАКС литьевой/сверхмягкий,00000022667,00000022667 | 00000022668 | 00000022669 | 00000022670 | 00000022671 | 00000022672 | 00000022674 | 00000022675,"1,5 мм/100 г=00000022667 | 2,0 мм/250 г=00000022668 | 2,5 мм/250 г=00000022669 | 3,0 мм/250 г=00000022670 | 3,5 мм/250 г=00000022671 | 4,0 мм/250 г=00000022672 | 4,5 мм/250 г=00000022674 | 5,0 мм/250 г=00000022675",8,Стоматология > Стоматологические материалы > Зуботехнические > Воски,Воск зуботехнический «Беловакс» по ТУ 9391 104 45814830 2007,https://www.vladmiva.ru/upload/iblock/f2f/86hcitxsm1zm8hn16g4azeoa4uixyyv9.jpg,1,https://www.vladmiva.ru/DocumentsReg/%D0%91%D0%B5%D0%BB%D0%BE%D0%B2%D0%B0%D0%BA%D1%81-%D0%A0%D0%A3%202022.pdf,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/voska/voskovaya-nit-belovaks-100g-1-5mm-zheltaya-sverkhmyag/
voskovaya-nit-belovaks-100g-krasnaya-1mm-sverkhtverd,ВладМиВа,АО «ОЭЗ «ВладМиВа»,БЕЛОВАКС литьевой/сверхтвердый,00000022695,00000022695 | 00000022700 | 00000022696 | 00000022701 | 00000022697 | 00000022703 | 00000022698 | 00000022704 | 00000022699,"1,0 мм/100 г=00000022695 | 1,5 мм/100 г=00000022700 | 2,0 мм/250 г=00000022696 | 2,5 мм/250 г=00000022701 | 3,0 мм/250 г=00000022697 | 3,5 мм/250 г=00000022703 | 4,0 мм/250 г=00000022698 | 4,5 мм/250 г=00000022704 | 5,0 мм/250 г=00000022699",9,Стоматология > Стоматологические материалы > Зуботехнические > Воски,Воск зуботехнический «Беловакс» по ТУ 9391 104 45814830 2007,https://www.vladmiva.ru/upload/iblock/991/d5x4932cp6y1yrjkb83adv5dfwtnp281.jpg,1,https://www.vladmiva.ru/DocumentsReg/%D0%91%D0%B5%D0%BB%D0%BE%D0%B2%D0%B0%D0%BA%D1%81-%D0%A0%D0%A3%202022.pdf,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/voska/voskovaya-nit-belovaks-100g-krasnaya-1mm-sverkhtverd/
voskovaya-nit-belovaks-100g-zelenaya1mm-tverdaya,ВладМиВа,АО «ОЭЗ «ВладМиВа»,БЕЛОВАКС литьевой/твердый,00000022685,00000022685 | 00000022690 | 00000022686 | 00000022691 | 00000022687 | 00000022693 | 00000022688 | 00000022692 | 00000022689,"1,0 мм/100 г=00000022685 | 1,5 мм/100 г=00000022690 | 2,0 мм/250 г=00000022686 | 2,5 мм/250 г=00000022691 | 3,0 мм/250 г=00000022687 | 3,5 мм/250 г=00000022693 | 4,0 мм/250 г=00000022688 | 4,5 мм/250 г=00000022692 | 5,0 мм/250 г=00000022689",9,Стоматология > Стоматологические материалы > Зуботехнические > Воски,Воск зуботехнический «Беловакс» по ТУ 9391 104 45814830 2007,https://www.vladmiva.ru/upload/iblock/2bb/23i82io9alnbl1cnyfdvdk2ijdybjvga.jpg,1,https://www.vladmiva.ru/DocumentsReg/%D0%91%D0%B5%D0%BB%D0%BE%D0%B2%D0%B0%D0%BA%D1%81-%D0%A0%D0%A3%202022.pdf,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/voska/voskovaya-nit-belovaks-100g-zelenaya1mm-tverdaya/
